orderDetailId,orderId,productId,unitPrice,quantity,discount
382,10390,72,27.80,24,0.10
383,10391,13,4.80,18,0.00
384,10392,69,28.80,50,0.00
385,10393,2,15.20,25,0.25
386,10393,14,18.60,42,0.25
387,10393,25,11.20,7,0.25
388,10393,26,24.90,70,0.25
389,10393,31,10.00,32,0.00
390,10394,13,4.80,10,0.00
391,10394,62,39.40,10,0.00
392,10395,46,9.60,28,0.10
393,10395,53,26.20,70,0.10
394,10395,69,28.80,8,0.00
395,10396,23,7.20,40,0.00
396,10396,71,17.20,60,0.00
397,10396,72,27.80,21,0.00
398,10397,21,8.00,10,0.15
399,10397,51,42.40,18,0.15
400,10398,35,14.40,30,0.00
401,10398,55,19.20,120,0.10
402,10399,68,10.00,60,0.00
403,10399,71,17.20,30,0.00
404,10399,76,14.40,35,0.00
405,10399,77,10.40,14,0.00
406,10400,29,99.00,21,0.00
407,10400,35,14.40,35,0.00
408,10400,49,16.00,30,0.00
409,10401,30,20.70,18,0.00
410,10401,56,30.40,70,0.00
411,10401,65,16.80,20,0.00
412,10401,71,17.20,60,0.00
413,10402,23,7.20,60,0.00
414,10402,63,35.10,65,0.00
415,10403,16,13.90,21,0.15
416,10403,48,10.20,70,0.15
417,10404,26,24.90,30,0.05
418,10404,42,11.20,40,0.05
419,10404,49,16.00,30,0.05
420,10405,3,8.00,50,0.00
421,10406,1,14.40,10,0.00
422,10406,21,8.00,30,0.10
423,10406,28,36.40,42,0.10
424,10406,36,15.20,5,0.10
425,10406,40,14.70,2,0.10
426,10407,11,16.80,30,0.00
427,10407,69,28.80,15,0.00
428,10407,71,17.20,15,0.00
429,10408,37,20.80,10,0.00
430,10408,54,5.90,6,0.00
431,10408,62,39.40,35,0.00
432,10409,14,18.60,12,0.00
433,10409,21,8.00,12,0.00
434,10410,33,2.00,49,0.00
435,10410,59,44.00,16,0.00
436,10411,41,7.70,25,0.20
437,10411,44,15.50,40,0.20
438,10411,59,44.00,9,0.20
439,10412,14,18.60,20,0.10
440,10413,1,14.40,24,0.00
441,10413,62,39.40,40,0.00
442,10413,76,14.40,14,0.00
443,10414,19,7.30,18,0.05
444,10414,33,2.00,50,0.00
445,10415,17,31.20,2,0.00
446,10415,33,2.00,20,0.00
447,10416,19,7.30,20,0.00
448,10416,53,26.20,10,0.00
449,10416,57,15.60,20,0.00
450,10417,38,210.80,50,0.00
451,10417,46,9.60,2,0.25
452,10417,68,10.00,36,0.25
453,10417,77,10.40,35,0.00
454,10418,2,15.20,60,0.00
455,10418,47,7.60,55,0.00
456,10418,61,22.80,16,0.00
457,10418,74,8.00,15,0.00
458,10419,60,27.20,60,0.05
459,10419,69,28.80,20,0.05
460,10420,9,77.60,20,0.10
461,10420,13,4.80,2,0.10
462,10420,70,12.00,8,0.10
463,10420,73,12.00,20,0.10
464,10421,19,7.30,4,0.15
465,10421,26,24.90,30,0.00
466,10421,53,26.20,15,0.15
467,10421,77,10.40,10,0.15
468,10422,26,24.90,2,0.00
469,10423,31,10.00,14,0.00
470,10423,59,44.00,20,0.00
471,10424,35,14.40,60,0.20
472,10424,38,210.80,49,0.20
473,10424,68,10.00,30,0.20
474,10425,55,19.20,10,0.25
475,10425,76,14.40,20,0.25
476,10426,56,30.40,5,0.00
477,10426,64,26.60,7,0.00
478,10427,14,18.60,35,0.00
479,10428,46,9.60,20,0.00
480,10429,50,13.00,40,0.00
481,10429,63,35.10,35,0.25
482,10430,17,31.20,45,0.20
483,10430,21,8.00,50,0.00
484,10430,56,30.40,30,0.00
485,10430,59,44.00,70,0.20
486,10431,17,31.20,50,0.25
487,10431,40,14.70,50,0.25
488,10431,47,7.60,30,0.25
489,10432,26,24.90,10,0.00
490,10432,54,5.90,40,0.00
491,10433,56,30.40,28,0.00
492,10434,11,16.80,6,0.00
493,10434,76,14.40,18,0.15
494,10435,2,15.20,10,0.00
495,10435,22,16.80,12,0.00
496,10435,72,27.80,10,0.00
497,10436,46,9.60,5,0.00
498,10436,56,30.40,40,0.10
499,10436,64,26.60,30,0.10
500,10436,75,6.20,24,0.10
501,10437,53,26.20,15,0.00
502,10438,19,7.30,15,0.20
503,10438,34,11.20,20,0.20
504,10438,57,15.60,15,0.20
505,10439,12,30.40,15,0.00
506,10439,16,13.90,16,0.00
507,10439,64,26.60,6,0.00
508,10439,74,8.00,30,0.00
509,10440,2,15.20,45,0.15
510,10440,16,13.90,49,0.15
511,10440,29,99.00,24,0.15
512,10440,61,22.80,90,0.15
513,10441,27,35.10,50,0.00
514,10442,11,16.80,30,0.00
515,10442,54,5.90,80,0.00
516,10442,66,13.60,60,0.00
517,10443,11,16.80,6,0.20
518,10443,28,36.40,12,0.00
519,10444,17,31.20,10,0.00
520,10444,26,24.90,15,0.00
521,10444,35,14.40,8,0.00
522,10444,41,7.70,30,0.00
523,10445,39,14.40,6,0.00
524,10445,54,5.90,15,0.00
525,10446,19,7.30,12,0.10
526,10446,24,3.60,20,0.10
527,10446,31,10.00,3,0.10
528,10446,52,5.60,15,0.10
529,10447,19,7.30,40,0.00
530,10447,65,16.80,35,0.00
531,10447,71,17.20,2,0.00
532,10448,26,24.90,6,0.00
533,10448,40,14.70,20,0.00
534,10449,10,24.80,14,0.00
535,10449,52,5.60,20,0.00
536,10449,62,39.40,35,0.00
537,10450,10,24.80,20,0.20
538,10450,54,5.90,6,0.20
539,10451,55,19.20,120,0.10
540,10451,64,26.60,35,0.10
541,10451,65,16.80,28,0.10
542,10451,77,10.40,55,0.10
543,10452,28,36.40,15,0.00
544,10452,44,15.50,100,0.05
545,10453,48,10.20,15,0.10
546,10453,70,12.00,25,0.10
547,10454,16,13.90,20,0.20
548,10454,33,2.00,20,0.20
549,10454,46,9.60,10,0.20
550,10455,39,14.40,20,0.00
551,10455,53,26.20,50,0.00
552,10455,61,22.80,25,0.00
553,10455,71,17.20,30,0.00
554,10456,21,8.00,40,0.15
555,10456,49,16.00,21,0.15
556,10457,59,44.00,36,0.00
557,10458,26,24.90,30,0.00
558,10458,28,36.40,30,0.00
559,10458,43,36.80,20,0.00
560,10458,56,30.40,15,0.00
561,10458,71,17.20,50,0.00
562,10459,7,24.00,16,0.05
563,10459,46,9.60,20,0.05
564,10459,72,27.80,40,0.00
565,10460,68,10.00,21,0.25
566,10460,75,6.20,4,0.25
567,10461,21,8.00,40,0.25
568,10461,30,20.70,28,0.25
569,10461,55,19.20,60,0.25
570,10462,13,4.80,1,0.00
571,10462,23,7.20,21,0.00
572,10463,19,7.30,21,0.00
573,10463,42,11.20,50,0.00
574,10464,4,17.60,16,0.20
575,10464,43,36.80,3,0.00
576,10464,56,30.40,30,0.20
577,10464,60,27.20,20,0.00
578,10465,24,3.60,25,0.00
579,10465,29,99.00,18,0.10
580,10465,40,14.70,20,0.00
581,10465,45,7.60,30,0.10
582,10465,50,13.00,25,0.00
583,10466,11,16.80,10,0.00
584,10466,46,9.60,5,0.00
585,10467,24,3.60,28,0.00
586,10467,25,11.20,12,0.00
587,10468,30,20.70,8,0.00
588,10468,43,36.80,15,0.00
589,10469,2,15.20,40,0.15
590,10469,16,13.90,35,0.15
591,10469,44,15.50,2,0.15
592,10470,18,50.00,30,0.00
593,10470,23,7.20,15,0.00
594,10470,64,26.60,8,0.00
595,10471,7,24.00,30,0.00
596,10471,56,30.40,20,0.00
597,10472,24,3.60,80,0.05
598,10472,51,42.40,18,0.00
599,10473,33,2.00,12,0.00
600,10473,71,17.20,12,0.00
601,10474,14,18.60,12,0.00
602,10474,28,36.40,18,0.00
603,10474,40,14.70,21,0.00
604,10474,75,6.20,10,0.00
605,10475,31,10.00,35,0.15
606,10475,66,13.60,60,0.15
607,10475,76,14.40,42,0.15
608,10476,55,19.20,2,0.05
609,10476,70,12.00,12,0.00
610,10477,1,14.40,15,0.00
611,10477,21,8.00,21,0.25
612,10477,39,14.40,20,0.25
613,10478,10,24.80,20,0.05
614,10479,38,210.80,30,0.00
615,10479,53,26.20,28,0.00
616,10479,59,44.00,60,0.00
617,10479,64,26.60,30,0.00
618,10480,47,7.60,30,0.00
619,10480,59,44.00,12,0.00
620,10481,49,16.00,24,0.00
621,10481,60,27.20,40,0.00
622,10482,40,14.70,10,0.00
623,10483,34,11.20,35,0.05
624,10483,77,10.40,30,0.05
625,10484,21,8.00,14,0.00
626,10484,40,14.70,10,0.00
627,10484,51,42.40,3,0.00
628,10485,2,15.20,20,0.10
629,10485,3,8.00,20,0.10
630,10485,55,19.20,30,0.10
631,10485,70,12.00,60,0.10
632,10486,11,16.80,5,0.00
633,10486,51,42.40,25,0.00
634,10486,74,8.00,16,0.00
635,10487,19,7.30,5,0.00
636,10487,26,24.90,30,0.00
637,10487,54,5.90,24,0.25
638,10488,59,44.00,30,0.00
639,10488,73,12.00,20,0.20
640,10489,11,16.80,15,0.25
641,10489,16,13.90,18,0.00
642,10490,59,44.00,60,0.00
643,10490,68,10.00,30,0.00
644,10490,75,6.20,36,0.00
645,10491,44,15.50,15,0.15
646,10491,77,10.40,7,0.15
647,10492,25,11.20,60,0.05
648,10492,42,11.20,20,0.05
649,10493,65,16.80,15,0.10
650,10493,66,13.60,10,0.10
651,10493,69,28.80,10,0.10
652,10494,56,30.40,30,0.00
653,10495,23,7.20,10,0.00
654,10495,41,7.70,20,0.00
655,10495,77,10.40,5,0.00
656,10496,31,10.00,20,0.05
657,10497,56,30.40,14,0.00
658,10497,72,27.80,25,0.00
659,10497,77,10.40,25,0.00
660,10498,24,4.50,14,0.00
661,10498,40,18.40,5,0.00
662,10498,42,14.00,30,0.00
663,10499,28,45.60,20,0.00
664,10499,49,20.00,25,0.00
665,10500,15,15.50,12,0.05
666,10500,28,45.60,8,0.05
667,10501,54,7.45,20,0.00
668,10502,45,9.50,21,0.00
669,10502,53,32.80,6,0.00
670,10502,67,14.00,30,0.00
671,10503,14,23.25,70,0.00
672,10503,65,21.05,20,0.00
673,10504,2,19.00,12,0.00
674,10504,21,10.00,12,0.00
675,10504,53,32.80,10,0.00
676,10504,61,28.50,25,0.00
677,10505,62,49.30,3,0.00
678,10506,25,14.00,18,0.10
679,10506,70,15.00,14,0.10
680,10507,43,46.00,15,0.15
681,10507,48,12.75,15,0.15
682,10508,13,6.00,10,0.00
683,10508,39,18.00,10,0.00
684,10509,28,45.60,3,0.00
685,10510,29,123.79,36,0.00
686,10510,75,7.75,36,0.10
687,10511,4,22.00,50,0.15
688,10511,7,30.00,50,0.15
689,10511,8,40.00,10,0.15
690,10512,24,4.50,10,0.15
691,10512,46,12.00,9,0.15
692,10512,47,9.50,6,0.15
693,10512,60,34.00,12,0.15
694,10513,21,10.00,40,0.20
695,10513,32,32.00,50,0.20
696,10513,61,28.50,15,0.20
697,10514,20,81.00,39,0.00
698,10514,28,45.60,35,0.00
699,10514,56,38.00,70,0.00
700,10514,65,21.05,39,0.00
701,10514,75,7.75,50,0.00
702,10515,9,97.00,16,0.15
703,10515,16,17.45,50,0.00
704,10515,27,43.90,120,0.00
705,10515,33,2.50,16,0.15
706,10515,60,34.00,84,0.15
707,10516,18,62.50,25,0.10
708,10516,41,9.65,80,0.10
709,10516,42,14.00,20,0.00
710,10517,52,7.00,6,0.00
711,10517,59,55.00,4,0.00
712,10517,70,15.00,6,0.00
713,10518,24,4.50,5,0.00
714,10518,38,263.50,15,0.00
715,10518,44,19.45,9,0.00
716,10519,10,31.00,16,0.05
717,10519,56,38.00,40,0.00
718,10519,60,34.00,10,0.05
719,10520,24,4.50,8,0.00
720,10520,53,32.80,5,0.00
721,10521,35,18.00,3,0.00
722,10521,41,9.65,10,0.00
723,10521,68,12.50,6,0.00
724,10522,1,18.00,40,0.20
725,10522,8,40.00,24,0.00
726,10522,30,25.89,20,0.20
727,10522,40,18.40,25,0.20
728,10523,17,39.00,25,0.10
729,10523,20,81.00,15,0.10
730,10523,37,26.00,18,0.10
731,10523,41,9.65,6,0.10
732,10524,10,31.00,2,0.00
733,10524,30,25.89,10,0.00
734,10524,43,46.00,60,0.00
735,10524,54,7.45,15,0.00
736,10525,36,19.00,30,0.00
737,10525,40,18.40,15,0.10
738,10526,1,18.00,8,0.15
739,10526,13,6.00,10,0.00
740,10526,56,38.00,30,0.15
741,10527,4,22.00,50,0.10
742,10527,36,19.00,30,0.10
743,10528,11,21.00,3,0.00
744,10528,33,2.50,8,0.20
745,10528,72,34.80,9,0.00
746,10529,55,24.00,14,0.00
747,10529,68,12.50,20,0.00
748,10529,69,36.00,10,0.00
749,10530,17,39.00,40,0.00
750,10530,43,46.00,25,0.00
751,10530,61,28.50,20,0.00
752,10530,76,18.00,50,0.00
753,10531,59,55.00,2,0.00
754,10532,30,25.89,15,0.00
755,10532,66,17.00,24,0.00
756,10533,4,22.00,50,0.05
757,10533,72,34.80,24,0.00
758,10533,73,15.00,24,0.05
759,10534,30,25.89,10,0.00
760,10534,40,18.40,10,0.20
761,10534,54,7.45,10,0.20
762,10535,11,21.00,50,0.10
763,10535,40,18.40,10,0.10
764,10535,57,19.50,5,0.10
765,10535,59,55.00,15,0.10
766,10536,12,38.00,15,0.25
767,10536,31,12.50,20,0.00
768,10536,33,2.50,30,0.00
769,10536,60,34.00,35,0.25
770,10537,31,12.50,30,0.00
771,10537,51,53.00,6,0.00
772,10537,58,13.25,20,0.00
773,10537,72,34.80,21,0.00
774,10537,73,15.00,9,0.00
775,10538,70,15.00,7,0.00
776,10538,72,34.80,1,0.00
777,10539,13,6.00,8,0.00
778,10539,21,10.00,15,0.00
779,10539,33,2.50,15,0.00
780,10539,49,20.00,6,0.00
781,10540,3,10.00,60,0.00
782,10540,26,31.23,40,0.00
783,10540,38,263.50,30,0.00
784,10540,68,12.50,35,0.00
785,10541,24,4.50,35,0.10
786,10541,38,263.50,4,0.10
787,10541,65,21.05,36,0.10
788,10541,71,21.50,9,0.10
789,10542,11,21.00,15,0.05
790,10542,54,7.45,24,0.05
791,10543,12,38.00,30,0.15
792,10543,23,9.00,70,0.15
793,10544,28,45.60,7,0.00
794,10544,67,14.00,7,0.00
795,10545,11,21.00,10,0.00
796,10546,7,30.00,10,0.00
797,10546,35,18.00,30,0.00
798,10546,62,49.30,40,0.00
799,10547,32,32.00,24,0.15
800,10547,36,19.00,60,0.00
801,10548,34,14.00,10,0.25
802,10548,41,9.65,14,0.00
803,10549,31,12.50,55,0.15
804,10549,45,9.50,100,0.15
805,10549,51,53.00,48,0.15
806,10550,17,39.00,8,0.10
807,10550,19,9.20,10,0.00
808,10550,21,10.00,6,0.10
809,10550,61,28.50,10,0.10
810,10551,16,17.45,40,0.15
811,10551,35,18.00,20,0.15
812,10551,44,19.45,40,0.00
813,10552,69,36.00,18,0.00
814,10552,75,7.75,30,0.00
815,10553,11,21.00,15,0.00
816,10553,16,17.45,14,0.00
817,10553,22,21.00,24,0.00
818,10553,31,12.50,30,0.00
819,10553,35,18.00,6,0.00
820,10554,16,17.45,30,0.05
